,City,Price(TL),ListingDate,Brand,Series,Model,Year,Kilometers,GearType,FuelType,BodyType,Color,EngineSize,EnginePower,DriveType,TradeInStatus,SellerType,VehicleTax(),District,DaysSinceListing,NumOriginalParts,NumLocalPaintedParts,NumPaintedParts,NumChangedParts,NumUnknownParts,HasDamage,HasHighDamage,DamageCost
3972,İstanbul,560000,2025-04-09 00:00:00,Renault,Symbol,1.0 SCe Joy,2019,98000.0,Düz,LPG & Benzin,Sedan,Beyaz,998.0,73.0,Önden Çekiş,Belirtilmemis,Sahibinden,4042,Beylikdüzü,5,9,1,0,1,2,1.0,0,30000.0
3973,İstanbul,425000,2025-04-09 00:00:00,Renault,Megane,1.6 Dynamique,2004,168000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1598.0,115.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,993,Gaziosmanpaşa,5,9,0,2,2,0,1.0,0,4500.0
3974,İstanbul,690000,2025-04-08 00:00:00,Renault,Clio,1.0 SCe Joy,2020,44000.0,Düz,Benzin,Hatchback/5,Lacivert,999.0,72.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,4042,Kağıthane,6,12,0,1,0,0,1.0,0,3000.0
3976,Adana,445000,2025-04-09 00:00:00,Renault,Symbol,1.4 Expression,2010,204000.0,Düz,LPG & Benzin,Sedan,Siyah,1390.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Seyhan,5,10,0,3,0,0,1.0,0,2000.0
3977,Eskişehir,125000,2025-04-09 00:00:00,Renault,R 11,GTX,1989,253000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1721.0,75.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,1612,Odunpazarı,5,0,0,0,0,13,,0,
3978,Konya,239000,2025-04-08 00:00:00,Renault,Megane,1.6 RTE,1997,370000.0,Düz,LPG & Benzin,Sedan,Mavi,1598.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Meram,6,0,0,0,0,13,,0,
3979,Amasya,375000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Alize,2006,167000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Taşova,5,0,0,10,3,0,,0,
3980,Balıkesir,105000,2025-04-09 00:00:00,Renault,R 12,SW,1983,253641.0,Düz,LPG & Benzin,Station wagon,Pembe,1300.0,60.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,219.0,Sındırgı,5,13,0,0,0,0,,0,
3981,Gaziantep,558000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Grandtour Night & Day,2012,202000.0,Düz,Dizel,Station wagon,Beyaz,1461.0,85.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Şehitkamil,5,12,0,1,0,0,0.0,0,
3982,İstanbul,500000,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Joy,2014,190000.0,Yarı Otomatik,Dizel,Sedan,Gri,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Esenyurt,5,1,0,5,1,6,,0,
3983,Sakarya,230000,2025-04-09 00:00:00,Renault,Megane,1.6 RTE,1998,311000.0,Düz,LPG & Benzin,Sedan,Yeşil,1598.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,993,Karapürçek,5,0,0,0,0,13,,0,
3984,Bursa,250000,2025-04-09 00:00:00,Renault,R 19,1.4 1.4i,1997,295000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1397.0,80.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,436.0,Osmangazi,5,0,0,0,0,13,,0,
3986,Ankara,460000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Dynamique,2005,226000.0,Düz,Dizel,Sedan,Bej,1461.0,86.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Sincan,5,0,2,0,1,10,0.0,0,
3987,İstanbul,610000,2025-04-09 00:00:00,Renault,Clio,1.2 Turbo Icon,2018,63000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197.0,120.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,2264,Küçükçekmece,5,0,0,13,0,0,1.0,1,
3988,Konya,260000,2025-04-09 00:00:00,Renault,R 19,1.6 Europa RNE,1998,227000.0,Düz,Benzin,Sedan,Füme,1598.0,90.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Selçuklu,5,13,0,0,0,0,0.0,0,
3989,İstanbul,415000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Grandtour Authentique,2009,210000.0,Düz,Dizel,Station wagon,Kahverengi,1461.0,65.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Pendik,5,0,0,2,0,11,1.0,0,11000.0
3990,Konya,352500,2025-04-09 00:00:00,Renault,Megane,1.6 Authentique,2007,312000.0,Düz,Benzin,Sedan,Gri (Gümüş),1598.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Selçuklu,5,11,0,0,2,0,1.0,0,8000.0
3991,Kayseri,280000,2025-04-09 00:00:00,Renault,Clio,1.4 RNA,2000,247000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Melikgazi,5,0,1,4,0,8,1.0,0,3500.0
3992,Bursa,740000,2025-04-08 00:00:00,Renault,Clio,1.0 SCe Joy,2020,26200.0,Düz,Benzin,Hatchback/5,Gri (Gümüş),999.0,72.0,Önden Çekiş,Belirtilmemis,Sahibinden,4042,İnegöl,6,13,0,0,0,0,,0,
3993,Ankara,130000,2025-04-09 00:00:00,Renault,R 9,1.4 GTL,1982,380000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1397.0,60.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Sincan,5,0,0,0,0,13,,0,
3994,Samsun,360000,2025-04-09 00:00:00,Renault,Clio,1.4 RNA,2001,221000.0,Düz,LPG & Benzin,Sedan,Gri,1390.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Canik,5,12,0,1,0,0,0.0,0,
3995,Sivas,380000,2025-04-09 00:00:00,Renault,Megane,1.6 Dynamique,2004,321000.0,Düz,Benzin,Sedan,Bordo,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,,5,12,0,1,0,0,0.0,0,
3997,Tokat,410000,2025-04-09 00:00:00,Renault,Megane,1.6 Dynamique,2005,287000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Erbaa,5,9,0,0,2,2,0.0,0,
3998,Tekirdağ,580000,2025-04-09 00:00:00,Renault,Megane,1.6 Exception,2009,155000.0,Otomatik,Benzin,Sedan,Gri,1598.0,110.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Kapaklı,5,0,0,0,0,13,1.0,0,2700.0
3999,İzmir,695000,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Joy,2018,187000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,4389,Karşıyaka,5,0,1,0,0,12,1.0,0,1000.0
4000,İzmir,388000,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Authentique,2012,251000.0,Düz,Dizel,Sedan,Beyaz,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Çeşme,5,0,0,0,1,12,1.0,0,25600.0
4001,Adana,385000,2025-04-09 00:00:00,Renault,Symbol,1.2 Expression,2012,160000.0,Düz,Benzin,Sedan,Beyaz,1149.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,623.0,Çukurova,5,0,0,2,2,9,1.0,0,20000.0
4002,Sivas,600000,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Extreme,2011,235000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,,5,12,0,1,0,0,1.0,0,5045.0
4003,Şanlıurfa,350000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Dynamique,2006,283000.0,Düz,Dizel,Sedan,Siyah,1461.0,86.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Karaköprü,5,0,0,0,3,10,,0,
4004,Kocaeli,470000,2025-04-08 00:00:00,Renault,Clio,1.4 Grandtour Dynamique,2009,155000.0,Düz,LPG & Benzin,Station wagon,Mavi,1390.0,98.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Gebze,6,10,0,3,0,0,1.0,0,4000.0
4005,Hatay,300000,2025-04-09 00:00:00,Renault,Megane,1.6 Authentique,2004,346000.0,Düz,Benzin,Hatchback/5,Mavi (metalik),1598.0,115.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,İskenderun,5,0,2,0,0,11,1.0,0,1800.0
4006,Mersin,180000,2025-04-09 00:00:00,Renault,R 12,TSW,1988,200000.0,Düz,LPG & Benzin,Station wagon,Gri,1397.0,72.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,436.0,Akdeniz,5,0,0,13,0,0,0.0,0,
4007,Hatay,610000,2025-04-08 00:00:00,Renault,Fluence,1.5 dCi Dynamique,2012,171000.0,Düz,Dizel,Sedan,Füme,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,İskenderun,6,9,0,4,0,0,0.0,0,
4009,Gaziantep,370000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Authentique,2008,310000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461.0,80.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Şahinbey,5,10,1,2,0,0,0.0,0,
4010,İstanbul,642000,2025-04-09 00:00:00,Renault,Megane,1.6 Dynamique,2011,145000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,2587,Eyüpsultan,5,6,0,4,1,2,1.0,0,12000.0
4011,İstanbul,665000,2025-04-08 00:00:00,Renault,Fluence,1.5 dCi Icon,2014,224000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Kartal,6,0,1,3,0,9,,0,
4012,Niğde,225000,2025-04-09 00:00:00,Renault,R 19,1.6 Europa RTE,1998,280000.0,Düz,LPG & Benzin,Station wagon,Yeşil (metalik),1500.0,88.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,993,Merkez,5,13,0,0,0,0,,0,
4015,Çanakkale,240000,2025-04-08 00:00:00,Renault,R 9,1.4 Broadway,1994,250000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Çan,6,0,0,0,0,13,,0,
4016,Ankara,250000,2025-04-09 00:00:00,Renault,Clio,1.4 RTA,1999,283500.0,Düz,LPG & Benzin,Hatchback/5,Gri,1390.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Etimesgut,5,0,0,11,2,0,,0,
4017,Ankara,590000,2025-04-08 00:00:00,Renault,Megane,1.6 Expression,2012,180000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1598.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Etimesgut,6,10,2,1,0,0,1.0,0,5500.0
4018,Osmaniye,490000,2025-04-08 00:00:00,Renault,Clio,1.5 dCi Joy,2014,228000.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Merkez,6,0,1,1,1,10,1.0,0,2800.0
4019,İstanbul,710000,2025-04-08 00:00:00,Renault,Fluence,1.5 dCi Touch,2016,154000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Avcılar,6,0,1,2,0,10,1.0,0,20000.0
4020,İzmir,315000,2025-04-08 00:00:00,Renault,Megane,1.4 Authentique,2005,250000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1390.0,80.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Karşıyaka,6,0,0,0,2,11,,0,
4021,Kocaeli,720000,2025-04-08 00:00:00,Renault,Clio,1.0 SCe Joy,2022,57000.0,Düz,Benzin,Hatchback/5,Beyaz,999.0,65.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,2.545,Karamürsel,6,13,0,0,0,0,0.0,0,
4022,Konya,230000,2025-04-08 00:00:00,Renault,Clio,1.4 RT,1997,270000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1390.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Karatay,6,0,0,10,0,3,,0,
4023,İstanbul,615000,2025-04-08 00:00:00,Renault,Fluence,1.5 dCi Touch Plus,2014,227000.0,Yarı Otomatik,Dizel,Sedan,Gri,1461.0,110.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.606,Bayrampaşa,6,0,2,6,1,4,,0,
4024,Balıkesir,650000,2025-04-08 00:00:00,Renault,Megane,1.5 dCi Privilege,2012,154200.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,110.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.135,Burhaniye,6,0,0,2,0,11,1.0,0,3500.0
4025,İzmir,418000,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Authentique,2011,203000.0,Düz,Dizel,Sedan,Beyaz,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Tire,5,0,0,2,1,10,1.0,0,900.0
4026,İstanbul,230000,2025-04-09 00:00:00,Renault,Twingo,1.3,1998,258000.0,Düz,Benzin,Hatchback/3,Lacivert,1239.0,55.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,499,Ümraniye,5,0,0,13,0,0,,0,
4027,Ordu,435000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Authentique,2009,230000.0,Düz,Dizel,Sedan,Gri (metalik),1500.0,88.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,993,Altınordu,5,0,0,11,2,0,0.0,0,
4028,Samsun,626000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Joy,2015,156450.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Canik,6,8,0,4,1,0,1.0,0,15000.0
4030,Trabzon,580000,2025-04-08 00:00:00,Renault,Clio,1.5 dCi SportTourer Joy,2013,191000.0,Düz,Dizel,Station wagon,Gri,1461.0,75.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,1.135,Yomra,6,13,0,0,0,0,1.0,0,1000.0
4031,Zonguldak,365000,2025-04-09 00:00:00,Renault,Laguna,1.6 RXE,2001,214000.0,Düz,LPG & Benzin,Hatchback/5,Lacivert,1598.0,107.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Ereğli,5,13,0,0,0,0,1.0,0,2800.0
4032,Manisa,698000,2025-04-08 00:00:00,Renault,Megane,1.6 Touch,2013,183000.0,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Yunusemre,6,0,0,0,1,12,1.0,0,41900.0
4033,Şanlıurfa,140000,2025-04-08 00:00:00,Renault,R 11,Rainbow,1994,357000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1565.0,80.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Eyyübiye,6,0,0,0,0,13,,0,
4034,Bursa,680000,2025-04-08 00:00:00,Renault,Clio,1.5 dCi Joy,2016,183300.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Karacabey,6,0,0,0,0,13,,0,
4035,Kocaeli,400000,2025-04-08 00:00:00,Renault,Megane,1.6 Dynamique,2004,244000.0,Düz,LPG & Benzin,Sedan,Bej,1598.0,115.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,993,Gebze,6,0,1,3,1,8,1.0,0,500.0
4036,Giresun,220000,2025-04-08 00:00:00,Renault,R 9,1.4 Broadway GTE,1992,312000.0,Düz,LPG & Benzin,Sedan,Diğer,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Alucra,6,0,0,0,0,13,,0,
4037,Mardin,360000,2025-04-08 00:00:00,Renault,Clio,1.4 Alize,2006,206000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,98.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Artuklu,6,11,0,0,2,0,,0,
4039,Bursa,350000,2025-04-08 00:00:00,Renault,Clio,1.4 RXT,2001,259000.0,Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1390.0,98.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Mudanya,6,5,0,6,0,2,0.0,0,
4040,Karaman,220000,2025-04-08 00:00:00,Renault,R 9,1.4 Broadway GTE,1995,275000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1390.0,83.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,) Sarıveliler,6,0,0,0,0,13,,0,
4042,Bursa,430000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Authentique,2011,151000.0,Düz,Dizel,Sedan,Gri,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Osmangazi,6,4,0,9,0,0,1.0,0,23000.0
4043,İzmir,315000,2025-04-08 00:00:00,Renault,Megane,1.6 Sportway,2005,320000.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Karabağlar,6,1,0,8,2,2,1.0,0,32000.0
4044,İzmir,220000,2025-04-08 00:00:00,Renault,R 19,1.4 1.4i,1995,370000.0,Düz,LPG & Benzin,Hatchback/5,Bordo,1397.0,80.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Karşıyaka,6,1,0,10,0,2,,0,
4045,Mersin,200000,2025-04-08 00:00:00,Renault,Megane,2.0 RXT,1998,346000.0,Düz,LPG & Benzin,Sedan,Bej,1998.0,115.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2487,Toroslar,6,0,0,3,0,10,,0,
4046,Sakarya,305000,2025-04-08 00:00:00,Renault,Megane,1.6 RTA,2000,275250.0,Düz,Benzin,Sedan,Kırmızı,1598.0,107.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Ferizli,6,0,0,13,0,0,,0,
4047,Manisa,530000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Joy,2013,189000.0,Düz,Dizel,Sedan,Beyaz,1461.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,2587,Salihli,6,0,0,2,1,10,,0,
4048,Gaziantep,600000,2025-04-08 00:00:00,Renault,Fluence,1.5 dCi Touch,2015,220000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Şehitkamil,6,10,0,3,0,0,,0,
4050,İstanbul,430000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Authentique,2012,141000.0,Düz,Dizel,Sedan,Gri (metalik),1461.0,65.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,1.135,Bahçelievler,6,0,2,0,3,8,1.0,0,7000.0
4051,Tekirdağ,175000,2025-04-08 00:00:00,Renault,Laguna,2.0 RXE,1998,370000.0,Düz,LPG & Benzin,Hatchback/5,Füme,1998.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,2487,Çorlu,6,11,0,2,0,0,0.0,0,
4052,İstanbul,435000,2025-04-08 00:00:00,Renault,Megane,1.6 Privilege,2004,158000.0,Otomatik,LPG & Benzin,Sedan,Gri,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Sultanbeyli,6,0,0,0,0,13,,0,
4053,Gaziantep,223000,2025-04-08 00:00:00,Renault,R 19,1.6 Europa iE,1998,289000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598.0,90.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Şahinbey,6,3,0,0,0,10,,0,
4054,Mersin,375000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Authentique,2010,218500.0,Düz,Dizel,Sedan,Gri,1461.0,65.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Akdeniz,6,0,0,3,0,10,,0,
4055,İstanbul,375000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Extreme,2008,223000.0,Düz,Dizel,Sedan,Gri (metalik),1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Sancaktepe,6,0,0,4,0,9,1.0,0,4000.0
4056,Erzurum,450000,2025-04-08 00:00:00,Renault,Megane,1.6 Authentique,2005,198000.0,Düz,LPG & Benzin,Sedan,Lacivert,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Horasan,6,0,0,0,0,13,1.0,0,9900.0
4057,Balıkesir,400000,2025-04-08 00:00:00,Renault,Megane,1.5 dCi Expression,2007,190000.0,Düz,Dizel,Sedan,Gri,1461.0,100.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,,6,0,0,3,2,8,,0,
4058,Adana,287500,2025-04-09 00:00:00,Renault,Clio,1.4 RXT,2001,264100.0,Düz,LPG & Benzin,Hatchback/5,Mor,1390.0,98.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Seyhan,5,9,2,0,2,0,,0,
4059,Kütahya,389000,2025-04-09 00:00:00,Renault,Megane,1.6 Authentique,2004,232000.0,Düz,LPG & Benzin,Sedan,Gri,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Merkez,5,6,0,7,0,0,0.0,0,
4060,Ağrı,230000,2025-04-08 00:00:00,Renault,Laguna,2.0 RXE,1997,285500.0,Düz,LPG & Benzin,Hatchback/5,Füme,1998.0,115.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,2487,Doğubayazıt,6,0,0,0,0,13,1.0,0,700.0
4061,Tokat,415000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Authentique,2010,250000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,) Zile,6,0,0,3,1,9,1.0,0,16000.0
4062,İstanbul,595000,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Joy,2016,188000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Sancaktepe,5,0,0,3,0,10,1.0,0,8000.0
4063,Aydın,430000,2025-04-08 00:00:00,Renault,Clio,1.5 dCi Authentique,2006,184000.0,Düz,Dizel,Hatchback/3,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Söke,6,0,0,5,0,8,0.0,0,
4064,İstanbul,250000,2025-04-08 00:00:00,Renault,Megane,1.4 RTA,2001,303000.0,Düz,LPG & Benzin,Station wagon,Beyaz,1390.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Sarıyer,6,0,1,0,0,12,1.0,0,9000.0
4065,İstanbul,695000,2025-04-08 00:00:00,Renault,Megane,1.5 dCi Touch Plus,2014,144500.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.606,Büyükçekmece,6,13,0,0,0,0,,0,
4066,Konya,405000,2025-04-08 00:00:00,Renault,Clio,1.5 dCi Authentique,2007,211000.0,Düz,Dizel,Hatchback/5,Bej,1461.0,86.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Selçuklu,6,0,0,2,0,11,1.0,0,3500.0
4067,İstanbul,285000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Authentique,2008,454850.0,Düz,Dizel,Sedan,Beyaz,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Maltepe,6,0,0,3,0,10,1.0,0,2900.0
4068,Mersin,705000,2025-04-08 00:00:00,Renault,Symbol,1.5 dCi Joy,2018,134000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,4389,Akdeniz,6,13,0,0,0,0,0.0,0,
4069,Van,350000,2025-04-09 00:00:00,Renault,Megane,1.4 Authentique,2005,251200.0,Düz,LPG & Benzin,Sedan,Gri,1390.0,98.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Erciş,5,10,1,2,0,0,1.0,0,5000.0
4070,İstanbul,590000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Icon,2014,195000.0,Düz,Dizel,Hatchback/5,Gri,1461.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.606,Başakşehir,5,8,0,4,1,0,1.0,0,3638.0
4071,Bursa,505000,2025-04-08 00:00:00,Renault,Symbol,1.2 Expression,2009,38000.0,Düz,Benzin,Sedan,Gri,1149.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,499,Yıldırım,6,0,1,1,2,9,,0,
4072,Gaziantep,400000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Authentique,2007,176500.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,65.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,993,Şehitkamil,5,11,0,2,0,0,,0,
4073,Tokat,175000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway GTE,1993,380000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Turhal,5,0,0,0,0,13,,0,
4074,İzmir,160000,2025-04-08 00:00:00,Renault,R 11,Flash,1992,140000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1721.0,74.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,1612,Torbalı,6,0,0,0,1,12,,0,
4075,Zonguldak,410000,2025-04-08 00:00:00,Renault,Megane,1.6 Dynamique,2006,343000.0,Otomatik,LPG & Benzin,Hatchback/5,Füme,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Kozlu,6,0,0,0,0,13,,0,
4076,Kocaeli,365000,2025-04-08 00:00:00,Renault,Megane,1.4 Base,2024,247000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1500.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,9267,,6,0,5,0,0,8,0.0,0,
4077,Ankara,325000,2025-04-09 00:00:00,Renault,Clio,1.4 RNA,2000,203000.0,Düz,LPG & Benzin,Sedan,Mavi,1390.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Elmadağ,5,0,0,0,0,13,,0,
4078,Aydın,215000,2025-04-08 00:00:00,Renault,R 19,1.6 Europa RT,1996,350000.0,Düz,LPG & Benzin,Hatchback/5,Bordo,1598.0,90.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Efeler,6,0,0,0,0,13,,0,
4079,Aksaray,160000,2025-04-08 00:00:00,Renault,R 9,1.4 Spring,1992,285000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,72.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Merkez,6,0,0,0,0,13,,0,
4080,Artvin,735000,2025-04-08 00:00:00,Renault,Fluence,1.5 dCi Touch,2014,136000.0,Düz,Dizel,Sedan,Siyah,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Merkez,6,13,0,0,0,0,0.0,0,
4081,İstanbul,92000,2025-04-09 00:00:00,Renault,R 21,2.0 GTX,1994,133000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1995.0,105.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,2487,Beylikdüzü,5,0,0,0,0,13,,0,
